,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.58254,0.166967,0.584,0.207914,0.553333,0.22683899999999999,0.5089319999999999,0.27865300000000004,0.47370200000000007,0.313963,0.61775,0.194123,0.55801,0.273108,0.52577,0.292279,0.590142,0.469444,0.568655,0.47476999999999997,0.5947399999999999,0.6492439999999999,0.6192989999999999,0.812685,0.610057,0.46941499999999997,0.577874,0.651876,0.611548,0.842728,0.5717899999999999,0.161571,0.58708,0.150561,0.558034,0.16961700000000002,0.5962310000000001,0.139645,0.568731,0.8698629999999999,0.5808760000000001,0.880711,0.622333,0.861665,0.5840069999999999,0.809949,0.590082,0.804535,0.631567,0.81825
1,0.5840380000000001,0.16405799999999998,0.584019,0.207827,0.551816,0.22410500000000003,0.51965,0.292299,0.493616,0.36031599999999997,0.617729,0.19683499999999998,0.5717270000000001,0.286744,0.0,0.0,0.59165,0.46391499999999997,0.570178,0.466629,0.605442,0.649199,0.619182,0.815412,0.6100220000000001,0.46119099999999996,0.580925,0.643831,0.614592,0.842741,0.574792,0.158617,0.591616,0.142457,0.559473,0.161577,0.599322,0.134175,0.570176,0.8645370000000001,0.5809270000000001,0.8781120000000001,0.623841,0.8618370000000001,0.579379,0.818096,0.584021,0.8099810000000001,0.631513,0.820852
2,0.582475,0.15870499999999998,0.587067,0.21320799999999998,0.551808,0.224169,0.521196,0.316756,0.504365,0.40116399999999997,0.6222770000000001,0.205144,0.64064,0.31409499999999996,0.622304,0.422993,0.5840029999999999,0.450324,0.559509,0.44759399999999994,0.559508,0.649195,0.594721,0.796411,0.608516,0.45570299999999997,0.5885819999999999,0.643844,0.613114,0.839944,0.571735,0.145073,0.58859,0.13961600000000002,0.557962,0.153328,0.596299,0.12872,0.57328,0.864506,0.58398,0.8780389999999999,0.622332,0.8590909999999999,0.571733,0.820853,0.5717369999999999,0.8126899999999999,0.600859,0.809992
3,0.580847,0.15326900000000002,0.582447,0.207682,0.554846,0.20785,0.53496,0.335876,0.5227350000000001,0.43665200000000004,0.610009,0.20504299999999998,0.594793,0.34125,0.580924,0.431196,0.582437,0.44762799999999997,0.5580109999999999,0.447511,0.556353,0.643791,0.594791,0.8044979999999999,0.605455,0.452978,0.59319,0.643777,0.617633,0.8480629999999999,0.568716,0.139786,0.582505,0.13683900000000002,0.5548890000000001,0.145125,0.594695,0.123422,0.577846,0.8698899999999999,0.587067,0.880755,0.626889,0.8644780000000001,0.573241,0.8371860000000001,0.571735,0.8235809999999999,0.605387,0.815407
4,0.573253,0.155975,0.5793689999999999,0.213231,0.5487920000000001,0.213206,0.5410689999999999,0.335834,0.536482,0.43934300000000004,0.60544,0.213254,0.60855,0.357624,0.611587,0.469388,0.580852,0.463897,0.557949,0.463905,0.544171,0.638292,0.585519,0.7935800000000001,0.5978060000000001,0.463899,0.5931529999999999,0.643782,0.617643,0.8426379999999999,0.562566,0.142294,0.5808770000000001,0.136847,0.5472279999999999,0.150592,0.593154,0.134221,0.57938,0.869926,0.5916279999999999,0.8808010000000001,0.6269,0.864456,0.5670970000000001,0.8453649999999999,0.562538,0.837124,0.594715,0.801764
5,0.5671430000000001,0.16134,0.574806,0.22402399999999997,0.547203,0.21593299999999999,0.545696,0.34401,0.5410689999999999,0.450272,0.602338,0.22683899999999999,0.620749,0.352169,0.628412,0.47750200000000004,0.577875,0.463916,0.556401,0.46656099999999995,0.530366,0.627402,0.573285,0.799096,0.596299,0.46388900000000005,0.593224,0.646446,0.617629,0.8427309999999999,0.556433,0.145095,0.570239,0.13961500000000002,0.544176,0.156048,0.58253,0.136828,0.580952,0.878056,0.593129,0.88089,0.6269020000000001,0.8644350000000001,0.544154,0.8563059999999999,0.542633,0.840058,0.584052,0.8154520000000001
6,0.5900890000000001,0.161446,0.577879,0.254195,0.545654,0.273147,0.516563,0.38210700000000003,0.472207,0.46118400000000004,0.607003,0.245908,0.626847,0.330392,0.628438,0.412112,0.535018,0.5020359999999999,0.510466,0.49384799999999995,0.462967,0.662708,0.470628,0.859085,0.561014,0.507518,0.570155,0.690022,0.617625,0.856241,0.580847,0.145082,0.594763,0.142476,0.564062,0.16147,0.605445,0.161366,0.588609,0.886338,0.602344,0.8916620000000001,0.6268739999999999,0.864526,0.433816,0.9053950000000001,0.432367,0.899868,0.481347,0.880763
7,0.593132,0.16151600000000002,0.580857,0.259542,0.5457270000000001,0.27321599999999996,0.5181020000000001,0.37944,0.47216199999999997,0.45302600000000004,0.610038,0.248527,0.6298699999999999,0.330349,0.626871,0.40407600000000005,0.541078,0.493954,0.513551,0.49113599999999996,0.46453999999999995,0.6627460000000001,0.47063999999999995,0.8616520000000001,0.565639,0.504772,0.570144,0.690127,0.617606,0.85624,0.580992,0.14518,0.597819,0.145065,0.567141,0.164082,0.6070220000000001,0.161451,0.5870810000000001,0.886278,0.600846,0.88899,0.625361,0.8645079999999999,0.433849,0.905408,0.43383,0.8998370000000001,0.48135500000000003,0.880774
8,0.593199,0.161572,0.582425,0.259588,0.5487989999999999,0.27324699999999996,0.5195960000000001,0.379359,0.472116,0.44765900000000003,0.614637,0.248538,0.6299899999999999,0.324907,0.619292,0.398429,0.542642,0.499349,0.51808,0.49115699999999995,0.469112,0.665443,0.47062,0.861693,0.5686220000000001,0.507522,0.56872,0.687317,0.61765,0.856243,0.582429,0.147844,0.600835,0.145056,0.56868,0.164252,0.6100260000000001,0.161339,0.5870380000000001,0.886251,0.599313,0.889042,0.6283880000000001,0.864542,0.43381099999999995,0.905443,0.432357,0.899883,0.479861,0.88085
9,0.593246,0.161563,0.582403,0.256815,0.54879,0.27054,0.519646,0.376677,0.47212,0.44748000000000004,0.616136,0.24595300000000003,0.631468,0.316731,0.616117,0.384902,0.5457029999999999,0.493896,0.521135,0.488371,0.47066499999999994,0.662767,0.47063599999999994,0.861669,0.57025,0.507443,0.570188,0.68471,0.617622,0.8562,0.582462,0.147851,0.600867,0.142494,0.5687180000000001,0.16426400000000002,0.610047,0.158646,0.585549,0.886231,0.599298,0.889025,0.6268699999999999,0.864474,0.433866,0.905423,0.433841,0.899807,0.481328,0.8808030000000001
